sample1	dist	sample2
STP61024_S634_L006	330	STP61980_S670_L006
45877_S511_L005	330	STP62265_S676_L006
STP68352-S48	330	STP62265_S676_L006
40725_S480_L005	330	STP62294_S675_L006
STP_47571_S257_L004	330	STP62294_S675_L006
STP61651_S643_L006	330	STP62336_S655_L006
STP_38336_S245_L004	330	STP62336_S655_L006
6088_S79	330	STP62359_S649_L006
STP63748-S56	330	STP62809_S656_L006
5376_S105	330	STP62844_S644_L006
6330_S88	330	STP62957_S663_L006
5691_S73	330	STP63042_S662_L006
58653_S506_L005	330	STP63042_S662_L006
STP_37588_S206_L004	330	STP63312_S641_L006
STP68352-S48	330	STP63409_S658_L006
STP_57060_S224_L004	330	STP63409_S658_L006
STP61651_S643_L006	330	STP63439_S664_L006
STP62809_S656_L006	330	STP63748-S56
37794_S515_L005	330	STP66165-S40
STP_47837_S235_L004	330	STP66165-S40
39390_S489_L005	330	STP68352-S48
STP60985_S682_L006	330	STP68352-S48
STP62265_S676_L006	330	STP68352-S48
STP63409_S658_L006	330	STP68352-S48
STP63312_S641_L006	330	STP_37588_S206_L004
STP_48478_S220_L004	330	STP_37680_S208_L004
STP61651_S643_L006	330	STP_38194_S260_L004
STP_57060_S224_L004	330	STP_38194_S260_L004
STP61024_S634_L006	330	STP_38336_S245_L004
STP62336_S655_L006	330	STP_38336_S245_L004
4483_S76	330	STP_45169_S231_L004
STP61651_S643_L006	330	STP_45169_S231_L004
38268_S484_L005	330	STP_45954_S229_L004
6088_S79	330	STP_45954_S229_L004
STP_57060_S224_L004	330	STP_45954_S229_L004
39390_S489_L005	330	STP_45997_S250_L004
46090_S577_L006	330	STP_45997_S250_L004
5992_S92	330	STP_45997_S250_L004
6135_S94	330	STP_45997_S250_L004
STP_50113_S225_L004	330	STP_45997_S250_L004
STP62294_S675_L006	330	STP_47571_S257_L004
STP66165-S40	330	STP_47837_S235_L004
STP61572_S626_L006	330	STP_48351_S230_L004
4706_S101	330	STP_48478_S220_L004
STP_37680_S208_L004	330	STP_48478_S220_L004
6088_S79	330	STP_49433_S226_L004
6088_S79	330	STP_50113_S225_L004
STP_45997_S250_L004	330	STP_50113_S225_L004
5376_S105	330	STP_51755_S215_L004
STP60261-S29	330	STP_52848_S216_L004
STP63409_S658_L006	330	STP_57060_S224_L004
STP_38194_S260_L004	330	STP_57060_S224_L004
STP_45954_S229_L004	330	STP_57060_S224_L004
STP_47837_S235_L004	331	37300_S512_L005
6088_S79	331	37301_S498_L005
6330_S88	331	37301_S498_L005
STP41479-S26	331	37794_S515_L005
57404_S476_L005	331	38268_S484_L005
STP62583_S672_L006	331	38268_S484_L005
42272_S479_L005	331	38767_S481_L005
STP_47215_S227_L004	331	38767_S481_L005
STP60261-S29	331	39177_S493_L005
38767_S481_L005	331	42272_S479_L005
57404_S476_L005	331	4483_S76
5992_S92	331	4483_S76
6135_S94	331	4483_S76
STP62359_S649_L006	331	4483_S76
STP_38194_S260_L004	331	4483_S76
STP_45954_S229_L004	331	4483_S76
5395_S99	331	45224_S579_L006
STP_37469_S198_L004	331	45224_S579_L006
STP60261-S29	331	5119_S77
45224_S579_L006	331	5395_S99
5462_S104	331	5395_S99
56886_S477_L005	331	5395_S99
60573_S589_L006	331	5395_S99
5395_S99	331	5462_S104
STP_37469_S198_L004	331	5462_S104
STP_51035_S242_L004	331	5484_S97
5395_S99	331	56886_S477_L005
38268_S484_L005	331	57404_S476_L005
4483_S76	331	57404_S476_L005
5992_S92	331	57875A_S478_L005
STP60261-S29	331	57875A_S478_L005
STP62359_S649_L006	331	57875A_S478_L005
STP63409_S658_L006	331	57875A_S478_L005
5893_S90	331	58653_S506_L005
58653_S506_L005	331	5893_S90
STP63531_S647_L006	331	5893_S90
STP63312_S641_L006	331	59824_S584_L006
4483_S76	331	5992_S92
57875A_S478_L005	331	5992_S92
5395_S99	331	60573_S589_L006
37301_S498_L005	331	6088_S79
4483_S76	331	6135_S94
STP62336_S655_L006	331	6286_S82
STP_38194_S260_L004	331	6286_S82
37301_S498_L005	331	6330_S88
STP_45954_S229_L004	331	6330_S88
37794_S515_L005	331	STP41479-S26
39177_S493_L005	331	STP60261-S29
5119_S77	331	STP60261-S29
57875A_S478_L005	331	STP60261-S29
STP_38194_S260_L004	331	STP60261-S29
STP_37469_S198_L004	331	STP61001_S668_L006
STP61651_S643_L006	331	STP61024_S634_L006
STP63748-S56	331	STP61024_S634_L006
STP_58121_S251_L004	331	STP61572_S626_L006
STP61024_S634_L006	331	STP61651_S643_L006
STP_45954_S229_L004	331	STP61651_S643_L006
STP_38194_S260_L004	331	STP61980_S670_L006
STP_45954_S229_L004	331	STP61980_S670_L006
6286_S82	331	STP62336_S655_L006
4483_S76	331	STP62359_S649_L006
57875A_S478_L005	331	STP62359_S649_L006
38268_S484_L005	331	STP62583_S672_L006
STP_37173_S200_L004	331	STP63042_S662_L006
59824_S584_L006	331	STP63312_S641_L006
57875A_S478_L005	331	STP63409_S658_L006
STP_38336_S245_L004	331	STP63409_S658_L006
5893_S90	331	STP63531_S647_L006
STP_57060_S224_L004	331	STP63531_S647_L006
STP61024_S634_L006	331	STP63748-S56
STP_51755_S215_L004	331	STP66165-S40
STP_52848_S216_L004	331	STP68352-S48
STP63042_S662_L006	331	STP_37173_S200_L004
45224_S579_L006	331	STP_37469_S198_L004
5462_S104	331	STP_37469_S198_L004
STP61001_S668_L006	331	STP_37469_S198_L004
4483_S76	331	STP_38194_S260_L004
6286_S82	331	STP_38194_S260_L004
STP60261-S29	331	STP_38194_S260_L004
STP61980_S670_L006	331	STP_38194_S260_L004
STP63409_S658_L006	331	STP_38336_S245_L004
STP_45954_S229_L004	331	STP_38336_S245_L004
4483_S76	331	STP_45954_S229_L004
6330_S88	331	STP_45954_S229_L004
STP61651_S643_L006	331	STP_45954_S229_L004
STP61980_S670_L006	331	STP_45954_S229_L004
STP_38336_S245_L004	331	STP_45954_S229_L004
STP_49433_S226_L004	331	STP_45997_S250_L004
38767_S481_L005	331	STP_47215_S227_L004
37300_S512_L005	331	STP_47837_S235_L004
STP_45997_S250_L004	331	STP_49433_S226_L004
5484_S97	331	STP_51035_S242_L004
STP_51755_S215_L004	331	STP_51035_S242_L004
STP66165-S40	331	STP_51755_S215_L004
STP_51035_S242_L004	331	STP_51755_S215_L004
STP68352-S48	331	STP_52848_S216_L004
STP63531_S647_L006	331	STP_57060_S224_L004
STP61572_S626_L006	331	STP_58121_S251_L004
STP59359-S10	332	36885_S576_L006
6357_S87	332	37300_S512_L005
STP61980_S670_L006	332	37301_S498_L005
39390_S489_L005	332	38268_S484_L005
46090_S577_L006	332	38268_S484_L005
STP_50113_S225_L004	332	38268_S484_L005
5376_S105	332	39177_S493_L005
38268_S484_L005	332	39390_S489_L005
58653_S506_L005	332	42272_S479_L005
STP_49433_S226_L004	332	4483_S76
STP_50113_S225_L004	332	4483_S76
45877_S511_L005	332	45224_S579_L006
45224_S579_L006	332	45877_S511_L005
STP61001_S668_L006	332	45877_S511_L005
38268_S484_L005	332	46090_S577_L006
STP61303_S674_L006	332	4706_S101
39177_S493_L005	332	5376_S105
5893_S90	332	5376_S105
STP_38172_S204_L004	332	5376_S105
6522_S89	332	55026_S613_L006
STP_36772_S248_L004	332	55026_S613_L006
STP_37469_S198_L004	332	56886_S477_L005
6330_S88	332	57404_S476_L005
6135_S94	332	57875A_S478_L005
STP59359-S10	332	57875A_S478_L005
42272_S479_L005	332	58653_S506_L005
5376_S105	332	5893_S90
STP59359-S10	332	5893_S90
STP_37173_S200_L004	332	5893_S90
6330_S88	332	59358_S503_L005
STP61572_S626_L006	332	59712_S585_L006
6088_S79	332	59824_S584_L006
6286_S82	332	5992_S92
STP_57060_S224_L004	332	5992_S92
59824_S584_L006	332	6088_S79
STP63531_S647_L006	332	6088_S79
57875A_S478_L005	332	6135_S94
5992_S92	332	6286_S82
STP62294_S675_L006	332	6316_S68
57404_S476_L005	332	6330_S88
59358_S503_L005	332	6330_S88
37300_S512_L005	332	6357_S87
55026_S613_L006	332	6522_S89
36885_S576_L006	332	STP59359-S10
57875A_S478_L005	332	STP59359-S10
5893_S90	332	STP59359-S10
STP74455-S20	332	STP59359-S10
STP_47571_S257_L004	332	STP60261-S29
45877_S511_L005	332	STP61001_S668_L006
STP63312_S641_L006	332	STP61024_S634_L006
4706_S101	332	STP61303_S674_L006
STP68352-S48	332	STP61303_S674_L006
59712_S585_L006	332	STP61572_S626_L006
STP_45997_S250_L004	332	STP61786_S640_L006
37301_S498_L005	332	STP61980_S670_L006
STP62359_S649_L006	332	STP61980_S670_L006
6316_S68	332	STP62294_S675_L006
STP_36960_S210_L004	332	STP62294_S675_L006
STP61980_S670_L006	332	STP62359_S649_L006
STP_57060_S224_L004	332	STP62359_S649_L006
STP68352-S48	332	STP62809_S656_L006
STP68352-S48	332	STP62953_S645_L006
STP61024_S634_L006	332	STP63312_S641_L006
STP_47837_S235_L004	332	STP63312_S641_L006
STP_52848_S216_L004	332	STP63312_S641_L006
6088_S79	332	STP63531_S647_L006
STP_38336_S245_L004	332	STP63531_S647_L006
STP_38194_S260_L004	332	STP63748-S56
STP_47837_S235_L004	332	STP63748-S56
STP_49433_S226_L004	332	STP63748-S56
STP61303_S674_L006	332	STP68352-S48
STP62809_S656_L006	332	STP68352-S48
STP62953_S645_L006	332	STP68352-S48
STP59359-S10	332	STP74455-S20
55026_S613_L006	332	STP_36772_S248_L004
STP62294_S675_L006	332	STP_36960_S210_L004
5893_S90	332	STP_37173_S200_L004
56886_S477_L005	332	STP_37469_S198_L004
5376_S105	332	STP_38172_S204_L004
STP63748-S56	332	STP_38194_S260_L004
STP_38336_S245_L004	332	STP_38194_S260_L004
STP63531_S647_L006	332	STP_38336_S245_L004
STP_38194_S260_L004	332	STP_38336_S245_L004
STP61786_S640_L006	332	STP_45997_S250_L004
STP60261-S29	332	STP_47571_S257_L004
STP63312_S641_L006	332	STP_47837_S235_L004
STP63748-S56	332	STP_47837_S235_L004
4483_S76	332	STP_49433_S226_L004
STP63748-S56	332	STP_49433_S226_L004
38268_S484_L005	332	STP_50113_S225_L004
4483_S76	332	STP_50113_S225_L004
STP63312_S641_L006	332	STP_52848_S216_L004
5992_S92	332	STP_57060_S224_L004
STP62359_S649_L006	332	STP_57060_S224_L004
STP_51755_S215_L004	333	37300_S512_L005
4483_S76	333	37301_S498_L005
6286_S82	333	37301_S498_L005
STP66777-S38	333	37357_S514_L005
STP60261-S29	333	38019_S494_L005
STP_49433_S226_L004	333	38268_S484_L005
STP_51035_S242_L004	333	39177_S493_L005
6330_S88	333	39390_S489_L005
STP60261-S29	333	39390_S489_L005
STP63531_S647_L006	333	42272_S479_L005
STP_37173_S200_L004	333	42272_S479_L005
STP63312_S641_L006	333	4423_S72
37301_S498_L005	333	4483_S76
56886_S477_L005	333	45877_S511_L005
STP59359-S10	333	46174_S518_L005
STP62294_S675_L006	333	5119_S77
STP63748-S56	333	5462_S104
STP63312_S641_L006	333	5484_S97
45877_S511_L005	333	56886_S477_L005
57875A_S478_L005	333	57404_S476_L005
6286_S82	333	57404_S476_L005
STP60261-S29	333	57404_S476_L005
STP61651_S643_L006	333	57404_S476_L005
57404_S476_L005	333	57875A_S478_L005
59824_S584_L006	333	57875A_S478_L005
STP62583_S672_L006	333	57875A_S478_L005
STP63531_S647_L006	333	57875A_S478_L005
STP59359-S10	333	58583_S504_L005
STP_45997_S250_L004	333	58653_S506_L005
57875A_S478_L005	333	59824_S584_L006
6330_S88	333	59824_S584_L006
STP_37469_S198_L004	333	60573_S589_L006
STP63409_S658_L006	333	6088_S79
37301_S498_L005	333	6286_S82
57404_S476_L005	333	6286_S82
STP63409_S658_L006	333	6286_S82
STP_45954_S229_L004	333	6286_S82
STP_50113_S225_L004	333	6286_S82
39390_S489_L005	333	6330_S88
59824_S584_L006	333	6330_S88
STP60261-S29	333	6357_S87
STP60261-S29	333	6393_S83
STP63748-S56	333	STP41479-S26
STP68352-S48	333	STP41479-S26
46174_S518_L005	333	STP59359-S10
58583_S504_L005	333	STP59359-S10
STP61694_S667_L006	333	STP59359-S10
38019_S494_L005	333	STP60261-S29
39390_S489_L005	333	STP60261-S29
57404_S476_L005	333	STP60261-S29
6357_S87	333	STP60261-S29
6393_S83	333	STP60261-S29
STP63042_S662_L006	333	STP60261-S29
STP_37681_S209_L004	333	STP61572_S626_L006
57404_S476_L005	333	STP61651_S643_L006
STP62359_S649_L006	333	STP61651_S643_L006
STP59359-S10	333	STP61694_S667_L006
STP_48478_S220_L004	333	STP61695-S11
STP63409_S658_L006	333	STP61980_S670_L006
5119_S77	333	STP62294_S675_L006
STP63748-S56	333	STP62336_S655_L006
STP61651_S643_L006	333	STP62359_S649_L006
STP63312_S641_L006	333	STP62359_S649_L006
STP63748-S56	333	STP62359_S649_L006
STP_38336_S245_L004	333	STP62359_S649_L006
57875A_S478_L005	333	STP62583_S672_L006
STP_57060_S224_L004	333	STP62583_S672_L006
STP60261-S29	333	STP63042_S662_L006
4423_S72	333	STP63312_S641_L006
5484_S97	333	STP63312_S641_L006
STP62359_S649_L006	333	STP63312_S641_L006
6088_S79	333	STP63409_S658_L006
6286_S82	333	STP63409_S658_L006
STP61980_S670_L006	333	STP63409_S658_L006
42272_S479_L005	333	STP63531_S647_L006
57875A_S478_L005	333	STP63531_S647_L006
5462_S104	333	STP63748-S56
STP41479-S26	333	STP63748-S56
STP62336_S655_L006	333	STP63748-S56
STP62359_S649_L006	333	STP63748-S56
STP_50113_S225_L004	333	STP63748-S56
37357_S514_L005	333	STP66777-S38
STP41479-S26	333	STP68352-S48
STP_49433_S226_L004	333	STP68352-S48
42272_S479_L005	333	STP_37173_S200_L004
60573_S589_L006	333	STP_37469_S198_L004
STP61572_S626_L006	333	STP_37681_S209_L004
STP62359_S649_L006	333	STP_38336_S245_L004
6286_S82	333	STP_45954_S229_L004
58653_S506_L005	333	STP_45997_S250_L004
STP61695-S11	333	STP_48478_S220_L004
38268_S484_L005	333	STP_49433_S226_L004
STP68352-S48	333	STP_49433_S226_L004
6286_S82	333	STP_50113_S225_L004
STP63748-S56	333	STP_50113_S225_L004
39177_S493_L005	333	STP_51035_S242_L004
37300_S512_L005	333	STP_51755_S215_L004
STP62583_S672_L006	333	STP_57060_S224_L004
4423_S72	334	37300_S512_L005
5484_S97	334	37300_S512_L005
STP61786_S640_L006	334	38268_S484_L005
STP63312_S641_L006	334	39390_S489_L005
37300_S512_L005	334	4423_S72
59824_S584_L006	334	4483_S76
STP63531_S647_L006	334	4483_S76
60573_S589_L006	334	45877_S511_L005
57875A_S478_L005	334	46090_S577_L006
6088_S79	334	46090_S577_L006
STP60261-S29	334	46090_S577_L006
STP63312_S641_L006	334	46090_S577_L006
STP_57060_S224_L004	334	46090_S577_L006
STP63042_S662_L006	334	5376_S105
37300_S512_L005	334	5484_S97
STP_47215_S227_L004	334	5691_S73
STP61980_S670_L006	334	57404_S476_L005
STP_57060_S224_L004	334	57404_S476_L005
46090_S577_L006	334	57875A_S478_L005
STP_50113_S225_L004	334	57875A_S478_L005
STP_47215_S227_L004	334	58653_S506_L005
4483_S76	334	59824_S584_L006
STP61651_S643_L006	334	59824_S584_L006
STP_45997_S250_L004	334	59824_S584_L006
STP60261-S29	334	5992_S92
STP61980_S670_L006	334	5992_S92
STP63312_S641_L006	334	5992_S92
45877_S511_L005	334	60573_S589_L006
46090_S577_L006	334	6088_S79
STP61980_S670_L006	334	6135_S94
STP63312_S641_L006	334	6135_S94
STP_49433_S226_L004	334	6286_S82
STP62583_S672_L006	334	6330_S88
STP63409_S658_L006	334	6330_S88
STP_49433_S226_L004	334	6330_S88
STP_50113_S225_L004	334	6330_S88
STP_51755_S215_L004	334	STP41479-S26
46090_S577_L006	334	STP60261-S29
5992_S92	334	STP60261-S29
STP_50113_S225_L004	334	STP60261-S29
STP68352-S48	334	STP61024_S634_L006
STP70066-S42	334	STP61572_S626_L006
59824_S584_L006	334	STP61651_S643_L006
STP63531_S647_L006	334	STP61651_S643_L006
STP_50113_S225_L004	334	STP61651_S643_L006
38268_S484_L005	334	STP61786_S640_L006
57404_S476_L005	334	STP61980_S670_L006
5992_S92	334	STP61980_S670_L006
6135_S94	334	STP61980_S670_L006
STP63531_S647_L006	334	STP61980_S670_L006
STP_38197_S203_L004	334	STP62265_S676_L006
STP63405_S657_L006	334	STP62294_S675_L006
6330_S88	334	STP62583_S672_L006
STP63748-S56	334	STP62583_S672_L006
STP_38336_S245_L004	334	STP62583_S672_L006
STP_51035_S242_L004	334	STP62844_S644_L006
5376_S105	334	STP63042_S662_L006
STP_48478_S220_L004	334	STP63114_S648_L006
39390_S489_L005	334	STP63312_S641_L006
46090_S577_L006	334	STP63312_S641_L006
5992_S92	334	STP63312_S641_L006
6135_S94	334	STP63312_S641_L006
STP_45169_S231_L004	334	STP63312_S641_L006
STP_45954_S229_L004	334	STP63312_S641_L006
STP62294_S675_L006	334	STP63405_S657_L006
6330_S88	334	STP63409_S658_L006
4483_S76	334	STP63531_S647_L006
STP61651_S643_L006	334	STP63531_S647_L006
STP61980_S670_L006	334	STP63531_S647_L006
STP_56124A_S217_L004	334	STP63613_S661_L006
STP62583_S672_L006	334	STP63748-S56
STP61024_S634_L006	334	STP68352-S48
STP61572_S626_L006	334	STP70066-S42
STP_48478_S220_L004	334	STP_36939_S212_L004
STP62265_S676_L006	334	STP_38197_S203_L004
STP62583_S672_L006	334	STP_38336_S245_L004
STP63312_S641_L006	334	STP_45169_S231_L004
STP63312_S641_L006	334	STP_45954_S229_L004
59824_S584_L006	334	STP_45997_S250_L004
5691_S73	334	STP_47215_S227_L004
58653_S506_L005	334	STP_47215_S227_L004
STP63114_S648_L006	334	STP_48478_S220_L004
STP_36939_S212_L004	334	STP_48478_S220_L004
6286_S82	334	STP_49433_S226_L004
6330_S88	334	STP_49433_S226_L004
57875A_S478_L005	334	STP_50113_S225_L004
6330_S88	334	STP_50113_S225_L004
STP60261-S29	334	STP_50113_S225_L004
STP61651_S643_L006	334	STP_50113_S225_L004
STP62844_S644_L006	334	STP_51035_S242_L004
STP41479-S26	334	STP_51755_S215_L004
STP63613_S661_L006	334	STP_56124A_S217_L004
46090_S577_L006	334	STP_57060_S224_L004
57404_S476_L005	334	STP_57060_S224_L004
STP_48478_S220_L004	335	37316_S513_L005
STP63312_S641_L006	335	37794_S515_L005
59824_S584_L006	335	38268_S484_L005
STP62294_S675_L006	335	38716_S482_L005
6088_S79	335	38767_S481_L005
STP_45997_S250_L004	335	38767_S481_L005
5691_S73	335	42272_S479_L005
STP66165-S40	335	4423_S72
46090_S577_L006	335	4483_S76
STP63409_S658_L006	335	4483_S76
STP59359-S10	335	45877_S511_L005
STP_45773_S240_L004	335	45877_S511_L005
4483_S76	335	46090_S577_L006
6286_S82	335	46090_S577_L006
6330_S88	335	46090_S577_L006
STP63748-S56	335	46090_S577_L006
STP_38336_S245_L004	335	46090_S577_L006
STP62265_S676_L006	335	5395_S99
STP66165-S40	335	5484_S97
42272_S479_L005	335	5691_S73
STP63748-S56	335	57404_S476_L005
STP_49433_S226_L004	335	57875A_S478_L005
STP62265_S676_L006	335	59753_S592_L006
38268_S484_L005	335	59824_S584_L006
STP61980_S670_L006	335	59824_S584_L006
STP_57060_S224_L004	335	59824_S584_L006
STP_38336_S245_L004	335	5992_S92
38767_S481_L005	335	6088_S79
STP62583_S672_L006	335	6088_S79
6286_S82	335	6135_S94
STP61651_S643_L006	335	6135_S94
STP_57060_S224_L004	335	6135_S94
STP60261-S29	335	6256_S91
46090_S577_L006	335	6286_S82
6135_S94	335	6286_S82
STP62359_S649_L006	335	6286_S82
46090_S577_L006	335	6330_S88
45877_S511_L005	335	STP59359-S10
STP60970_S681_L006	335	STP59359-S10
6256_S91	335	STP60261-S29
STP63531_S647_L006	335	STP60261-S29
STP_45169_S231_L004	335	STP60261-S29
STP59359-S10	335	STP60970_S681_L006
STP63114_S648_L006	335	STP61303_S674_L006
STP_55236_S219_L004	335	STP61303_S674_L006
6135_S94	335	STP61651_S643_L006
STP63409_S658_L006	335	STP61651_S643_L006
STP_38249_S244_L004	335	STP61695-S11
STP63748-S56	335	STP61786_S640_L006
59824_S584_L006	335	STP61980_S670_L006
STP_50113_S225_L004	335	STP61980_S670_L006
5395_S99	335	STP62265_S676_L006
59753_S592_L006	335	STP62265_S676_L006
38716_S482_L005	335	STP62294_S675_L006
STP_37710_S202_L004	335	STP62294_S675_L006
STP68352-S48	335	STP62336_S655_L006
6286_S82	335	STP62359_S649_L006
STP68352-S48	335	STP62359_S649_L006
6088_S79	335	STP62583_S672_L006
STP_48478_S220_L004	335	STP63022_S650_L006
STP61303_S674_L006	335	STP63114_S648_L006
37794_S515_L005	335	STP63312_S641_L006
STP_38194_S260_L004	335	STP63312_S641_L006
4483_S76	335	STP63409_S658_L006
STP61651_S643_L006	335	STP63409_S658_L006
STP60261-S29	335	STP63531_S647_L006
46090_S577_L006	335	STP63748-S56
57404_S476_L005	335	STP63748-S56
STP61786_S640_L006	335	STP63748-S56
4423_S72	335	STP66165-S40
5484_S97	335	STP66165-S40
STP62336_S655_L006	335	STP68352-S48
STP62359_S649_L006	335	STP68352-S48
STP_47215_S227_L004	335	STP_37173_S200_L004
STP_45773_S240_L004	335	STP_37469_S198_L004
STP62294_S675_L006	335	STP_37710_S202_L004
STP63312_S641_L006	335	STP_38194_S260_L004
STP61695-S11	335	STP_38249_S244_L004
46090_S577_L006	335	STP_38336_S245_L004
5992_S92	335	STP_38336_S245_L004
STP60261-S29	335	STP_45169_S231_L004
45877_S511_L005	335	STP_45773_S240_L004
STP_37469_S198_L004	335	STP_45773_S240_L004
38767_S481_L005	335	STP_45997_S250_L004
STP_37173_S200_L004	335	STP_47215_S227_L004
37316_S513_L005	335	STP_48478_S220_L004
STP63022_S650_L006	335	STP_48478_S220_L004
STP_55236_S219_L004	335	STP_48478_S220_L004
57875A_S478_L005	335	STP_49433_S226_L004
STP61980_S670_L006	335	STP_50113_S225_L004
STP_57060_S224_L004	335	STP_50113_S225_L004
STP61303_S674_L006	335	STP_55236_S219_L004
STP_48478_S220_L004	335	STP_55236_S219_L004
59824_S584_L006	335	STP_57060_S224_L004
6135_S94	335	STP_57060_S224_L004
STP_50113_S225_L004	335	STP_57060_S224_L004
STP62844_S644_L006	336	37300_S512_L005
STP_47215_S227_L004	336	37300_S512_L005
STP63312_S641_L006	336	37301_S498_L005
58653_S506_L005	336	38268_S484_L005
6330_S88	336	38767_S481_L005
STP60261-S29	336	38767_S481_L005
55026_S613_L006	336	4302_S74
STP59359-S10	336	4483_S76
STP62583_S672_L006	336	4483_S76
STP_38197_S203_L004	336	45224_S579_L006
STP68352-S48	336	5462_S104
4302_S74	336	55026_S613_L006
STP63613_S661_L006	336	56124_S488_L005
STP63312_S641_L006	336	57404_S476_L005
STP_38336_S245_L004	336	57404_S476_L005
STP61786_S640_L006	336	57875A_S478_L005
38268_S484_L005	336	58653_S506_L005
STP_51035_S242_L004	336	5893_S90
STP62294_S675_L006	336	5978_S78
STP61651_S643_L006	336	5992_S92
STP60261-S29	336	6088_S79
STP61786_S640_L006	336	6088_S79
STP61786_S640_L006	336	6286_S82
STP63531_S647_L006	336	6286_S82
38767_S481_L005	336	6330_S88
STP66165-S40	336	6357_S87
STP_47837_S235_L004	336	STP41479-S26
4483_S76	336	STP59359-S10
TUN68349-S7	336	STP59359-S10
38767_S481_L005	336	STP60261-S29
6088_S79	336	STP60261-S29
STP_49433_S226_L004	336	STP60261-S29
STP_36783_S247_L004	336	STP60985_S682_L006
STP_37469_S198_L004	336	STP61000_S677_L006
STP_38197_S203_L004	336	STP61001_S668_L006
STP63022_S650_L006	336	STP61303_S674_L006
STP_56121_S238_L004	336	STP61572_S626_L006
5992_S92	336	STP61651_S643_L006
STP61786_S640_L006	336	STP61651_S643_L006
STP_49433_S226_L004	336	STP61651_S643_L006
STP_48478_S220_L004	336	STP61693_S669_L006
57875A_S478_L005	336	STP61786_S640_L006
6088_S79	336	STP61786_S640_L006
6286_S82	336	STP61786_S640_L006
STP61651_S643_L006	336	STP61786_S640_L006
STP62583_S672_L006	336	STP61980_S670_L006
STP_49433_S226_L004	336	STP61980_S670_L006
5978_S78	336	STP62294_S675_L006
4483_S76	336	STP62583_S672_L006
STP61980_S670_L006	336	STP62583_S672_L006
STP68352-S48	336	STP62583_S672_L006
37300_S512_L005	336	STP62844_S644_L006
STP61303_S674_L006	336	STP63022_S650_L006
STP_51035_S242_L004	336	STP63042_S662_L006
37301_S498_L005	336	STP63312_S641_L006
57404_S476_L005	336	STP63312_S641_L006
STP63409_S658_L006	336	STP63312_S641_L006
STP63312_S641_L006	336	STP63409_S658_L006
6286_S82	336	STP63531_S647_L006
56124_S488_L005	336	STP63613_S661_L006
STP_56124B_S236_L004	336	STP63613_S661_L006
6357_S87	336	STP66165-S40
5462_S104	336	STP68352-S48
STP62583_S672_L006	336	STP68352-S48
STP_38194_S260_L004	336	STP68352-S48
STP_47837_S235_L004	336	STP68352-S48
STP60985_S682_L006	336	STP_36783_S247_L004
STP61000_S677_L006	336	STP_37469_S198_L004
STP_51035_S242_L004	336	STP_38172_S204_L004
STP68352-S48	336	STP_38194_S260_L004
45224_S579_L006	336	STP_38197_S203_L004
STP61001_S668_L006	336	STP_38197_S203_L004
57404_S476_L005	336	STP_38336_S245_L004
37300_S512_L005	336	STP_47215_S227_L004
STP41479-S26	336	STP_47837_S235_L004
STP68352-S48	336	STP_47837_S235_L004
STP61693_S669_L006	336	STP_48478_S220_L004
STP60261-S29	336	STP_49433_S226_L004
STP61651_S643_L006	336	STP_49433_S226_L004
STP61980_S670_L006	336	STP_49433_S226_L004
STP_57060_S224_L004	336	STP_49433_S226_L004
5893_S90	336	STP_51035_S242_L004
STP63042_S662_L006	336	STP_51035_S242_L004
STP_38172_S204_L004	336	STP_51035_S242_L004
STP61572_S626_L006	336	STP_56121_S238_L004
STP63613_S661_L006	336	STP_56124B_S236_L004
STP_49433_S226_L004	336	STP_57060_S224_L004
STP59359-S10	336	TUN68349-S7
STP61303_S674_L006	337	37316_S513_L005
STP60261-S29	337	37794_S515_L005
38767_S481_L005	337	38268_S484_L005
38268_S484_L005	337	38767_S481_L005
4483_S76	337	38767_S481_L005
STP66165-S40	337	39177_S493_L005
38767_S481_L005	337	4483_S76
59753_S592_L006	337	45224_S579_L006
5462_S104	337	45877_S511_L005
STP61000_S677_L006	337	45877_S511_L005
STP61980_S670_L006	337	46090_S577_L006
55026_S613_L006	337	4942_S98
STP61000_S677_L006	337	5395_S99
STP_47665_S256_L004	337	5395_S99
45877_S511_L005	337	5462_S104
59753_S592_L006	337	5462_S104
STP_38197_S203_L004	337	5462_S104
4942_S98	337	55026_S613_L006
6522_S89	337	56124_S488_L005
STP_38197_S203_L004	337	56886_S477_L005
6088_S79	337	5691_S73
STP_37469_S198_L004	337	58077_S500_L005
STP_37469_S198_L004	337	58728_S499_L005
45224_S579_L006	337	59753_S592_L006
5462_S104	337	59753_S592_L006
STP61001_S668_L006	337	59753_S592_L006
STP60261-S29	337	5978_S78
6286_S82	337	59824_S584_L006
STP_38336_S245_L004	337	59824_S584_L006
5691_S73	337	6088_S79
STP60261-S29	337	6206_S93
59824_S584_L006	337	6286_S82
STP62583_S672_L006	337	6286_S82
56124_S488_L005	337	6522_S89
STP_56124B_S236_L004	337	6522_S89
37794_S515_L005	337	STP60261-S29
5978_S78	337	STP60261-S29
6206_S93	337	STP60261-S29
STP63405_S657_L006	337	STP60261-S29
STP_36960_S210_L004	337	STP60261-S29
45877_S511_L005	337	STP61000_S677_L006
5395_S99	337	STP61000_S677_L006
59753_S592_L006	337	STP61001_S668_L006
STP_48478_S220_L004	337	STP61113_S633_L006
