sample1	dist	sample2
59856_S580_L006	437	STP63748-S56
TUN80247-S18	437	STP63748-S56
STP61980_S670_L006	437	STP68352-S48
TUN80247-S18	437	STP68352-S48
TUN72334-S2	437	STP_35872_S261_L004
STP63312_S641_L006	437	STP_37681_S209_L004
STP_35872_S261_L004	437	TUN72334-S2
42272_S479_L005	437	TUN74767-S47
STP63042_S662_L006	437	TUN74767-S47
STP63042_S662_L006	437	TUN80247-S18
STP63748-S56	437	TUN80247-S18
STP68352-S48	437	TUN80247-S18
STP62779-S37	438	38033_S487_L005
STP63748-S56	438	5484_S97
STP_49344_S255_L004	438	55026_S613_L006
STP62294_S675_L006	438	57608_S473_L005
STP_36783_S247_L004	438	60261_S595_L006
TUN72334-S2	438	60604_S593_L006
STP61757_S629_L006	438	STP59359-S10
STP_37524_S197_L004	438	STP60985_S682_L006
STP66777-S38	438	STP61062-S28
STP63748-S56	438	STP61651_S643_L006
STP59359-S10	438	STP61757_S629_L006
57608_S473_L005	438	STP62294_S675_L006
38033_S487_L005	438	STP62779-S37
STP_51755_S215_L004	438	STP62779-S37
STP_56124B_S236_L004	438	STP63725-S22
5484_S97	438	STP63748-S56
STP61651_S643_L006	438	STP63748-S56
STP_37469_S198_L004	438	STP63748-S56
STP61062-S28	438	STP66777-S38
STP_45774_S239_L004	438	STP70469-S31
60261_S595_L006	438	STP_36783_S247_L004
STP63748-S56	438	STP_37469_S198_L004
STP60985_S682_L006	438	STP_37524_S197_L004
TUN74767-S47	438	STP_38336_S245_L004
STP70469-S31	438	STP_45774_S239_L004
55026_S613_L006	438	STP_49344_S255_L004
STP62779-S37	438	STP_51755_S215_L004
STP63725-S22	438	STP_56124B_S236_L004
60604_S593_L006	438	TUN72334-S2
STP_38336_S245_L004	438	TUN74767-S47
STP63312_S641_L006	439	38020_S490_L005
4302_S74	439	39034_S495_L005
STP62779-S37	439	39390_S489_L005
39034_S495_L005	439	4302_S74
STP41479-S26	439	57875A_S478_L005
STP_47031_S223_L004	439	60177_S586_L006
STP41479-S26	439	6286_S82
57875A_S478_L005	439	STP41479-S26
6286_S82	439	STP41479-S26
STP_56124A_S217_L004	439	STP57875-S4
STP_37588_S206_L004	439	STP60261-S29
STP63748-S56	439	STP61218_S630_L006
STP62779-S37	439	STP61782_S632_L006
STP_48478_S220_L004	439	STP61782_S632_L006
STP_50745_S214_L004	439	STP62294_S675_L006
STP_52569_S218_L004	439	STP62294_S675_L006
39390_S489_L005	439	STP62779-S37
STP61782_S632_L006	439	STP62779-S37
STP_38194_S260_L004	439	STP62779-S37
STP_52569_S218_L004	439	STP62779-S37
38020_S490_L005	439	STP63312_S641_L006
STP61218_S630_L006	439	STP63748-S56
STP60261-S29	439	STP_37588_S206_L004
STP62779-S37	439	STP_38194_S260_L004
60177_S586_L006	439	STP_47031_S223_L004
TUN74767-S47	439	STP_47215_S227_L004
STP61782_S632_L006	439	STP_48478_S220_L004
STP62294_S675_L006	439	STP_50745_S214_L004
STP62294_S675_L006	439	STP_52569_S218_L004
STP62779-S37	439	STP_52569_S218_L004
STP57875-S4	439	STP_56124A_S217_L004
STP_47215_S227_L004	439	TUN74767-S47
STP62779-S37	440	38716_S482_L005
STP60261-S29	440	38812_S497_L005
4942_S98	440	39034_S495_L005
STP62294_S675_L006	440	4254_S86
STP62779-S37	440	47977_S520_L005
39034_S495_L005	440	4942_S98
STP61757_S629_L006	440	55026_S613_L006
STP_37174_S201_L004	440	55026_S613_L006
STP62779-S37	440	6358_S67
38812_S497_L005	440	STP60261-S29
55026_S613_L006	440	STP61757_S629_L006
4254_S86	440	STP62294_S675_L006
STP63533_S660_L006	440	STP62294_S675_L006
38716_S482_L005	440	STP62779-S37
47977_S520_L005	440	STP62779-S37
6358_S67	440	STP62779-S37
STP_49433_S226_L004	440	STP62779-S37
STP62294_S675_L006	440	STP63533_S660_L006
TUN74767-S47	440	STP63748-S56
STP_37680_S208_L004	440	STP68352-S48
TUN74767-S47	440	STP68352-S48
55026_S613_L006	440	STP_37174_S201_L004
STP68352-S48	440	STP_37680_S208_L004
STP62779-S37	440	STP_49433_S226_L004
STP63748-S56	440	TUN74767-S47
STP68352-S48	440	TUN74767-S47
STP63748-S56	441	38812_S497_L005
60642_S591_L006	441	5713_S71
STP68352-S48	441	57875A_S478_L005
STP68352-S48	441	59856_S580_L006
5713_S71	441	60642_S591_L006
STP_48478_S220_L004	441	STP57875-S4
STP62779-S37	441	STP62499-S51
STP62499-S51	441	STP62779-S37
STP_36939_S212_L004	441	STP62779-S37
STP_51035_S242_L004	441	STP62779-S37
38812_S497_L005	441	STP63748-S56
57875A_S478_L005	441	STP68352-S48
59856_S580_L006	441	STP68352-S48
STP62779-S37	441	STP_36939_S212_L004
STP57875-S4	441	STP_48478_S220_L004
STP_52569_S218_L004	441	STP_48478_S220_L004
STP62779-S37	441	STP_51035_S242_L004
STP_48478_S220_L004	441	STP_52569_S218_L004
STP63748-S56	442	38268_S484_L005
STP66777-S38	442	4332_S66
STP62779-S37	442	43606_S519_L005
STP63748-S56	442	45877_S511_L005
STP63312_S641_L006	442	46174_S518_L005
STP68352-S48	442	5484_S97
STP62294_S675_L006	442	STP61002_S635_L006
STP63312_S641_L006	442	STP61002_S635_L006
STP61002_S635_L006	442	STP62294_S675_L006
STP_37852_S241_L004	442	STP62294_S675_L006
STP_56121_S238_L004	442	STP62294_S675_L006
STP64121-S15	442	STP62336_S655_L006
43606_S519_L005	442	STP62779-S37
46174_S518_L005	442	STP63312_S641_L006
STP61002_S635_L006	442	STP63312_S641_L006
38268_S484_L005	442	STP63748-S56
45877_S511_L005	442	STP63748-S56
STP62336_S655_L006	442	STP64121-S15
4332_S66	442	STP66777-S38
5484_S97	442	STP68352-S48
STP_48478_S220_L004	442	STP70066-S42
STP62294_S675_L006	442	STP_37852_S241_L004
STP70066-S42	442	STP_48478_S220_L004
STP62294_S675_L006	442	STP_56121_S238_L004
STP62779-S37	443	38268_S484_L005
STP63748-S56	443	5691_S73
STP60261-S29	443	57608_S473_L005
57608_S473_L005	443	STP60261-S29
38268_S484_L005	443	STP62779-S37
STP_37680_S208_L004	443	STP62779-S37
5691_S73	443	STP63748-S56
STP_37469_S198_L004	443	STP68352-S48
STP68352-S48	443	STP_37469_S198_L004
STP62779-S37	443	STP_37680_S208_L004
TUN72334-S2	443	STP_45774_S239_L004
STP_45774_S239_L004	443	TUN72334-S2
TUN80247-S18	444	38268_S484_L005
6522_S89	444	38812_S497_L005
5872_S85	444	39034_S495_L005
STP57875-S4	444	56124_S488_L005
STP62498_S642_L006	444	5713_S71
39034_S495_L005	444	5872_S85
STP63748-S56	444	5992_S92
38812_S497_L005	444	6522_S89
56124_S488_L005	444	STP57875-S4
STP62294_S675_L006	444	STP59852_S679_L006
STP68352-S48	444	STP61218_S630_L006
STP68352-S48	444	STP61651_S643_L006
STP59852_S679_L006	444	STP62294_S675_L006
5713_S71	444	STP62498_S642_L006
STP62779-S37	444	STP62583_S672_L006
STP62583_S672_L006	444	STP62779-S37
STP_57060_S224_L004	444	STP62779-S37
STP_50745_S214_L004	444	STP63312_S641_L006
STP66777-S38	444	STP63613_S661_L006
5992_S92	444	STP63748-S56
STP63613_S661_L006	444	STP66777-S38
STP69976-S44	444	STP66777-S38
STP61218_S630_L006	444	STP68352-S48
STP61651_S643_L006	444	STP68352-S48
STP66777-S38	444	STP69976-S44
STP_56124A_S217_L004	444	STP70066-S42
STP63312_S641_L006	444	STP_50745_S214_L004
STP70066-S42	444	STP_56124A_S217_L004
STP62779-S37	444	STP_57060_S224_L004
38268_S484_L005	444	TUN80247-S18
TUN74767-S47	445	38268_S484_L005
STP62779-S37	445	40725_S480_L005
STP63748-S56	445	4483_S76
STP68352-S48	445	45877_S511_L005
TUN80247-S18	445	STP61651_S643_L006
STP69976-S44	445	STP62294_S675_L006
STP_38272_S246_L004	445	STP62294_S675_L006
TUN72334-S2	445	STP62498_S642_L006
40725_S480_L005	445	STP62779-S37
STP63613_S661_L006	445	STP62779-S37
STP_47214_S233_L004	445	STP62779-S37
STP62779-S37	445	STP63613_S661_L006
STP63748-S56	445	STP63613_S661_L006
4483_S76	445	STP63748-S56
STP63613_S661_L006	445	STP63748-S56
45877_S511_L005	445	STP68352-S48
STP62294_S675_L006	445	STP69976-S44
STP62294_S675_L006	445	STP_38272_S246_L004
TUN74767-S47	445	STP_45997_S250_L004
STP62779-S37	445	STP_47214_S233_L004
STP62498_S642_L006	445	TUN72334-S2
38268_S484_L005	445	TUN74767-S47
STP_45997_S250_L004	445	TUN74767-S47
STP61651_S643_L006	445	TUN80247-S18
STP68352-S48	446	38812_S497_L005
STP62294_S675_L006	446	46174_S518_L005
STP64121-S15	446	5462_S104
TUN71744-S9	446	55026_S613_L006
TUN74767-S47	446	STP61651_S643_L006
STP62779-S37	446	STP61786_S640_L006
46174_S518_L005	446	STP62294_S675_L006
STP61786_S640_L006	446	STP62779-S37
5462_S104	446	STP64121-S15
38812_S497_L005	446	STP68352-S48
STP_48478_S220_L004	446	STP_38272_S246_L004
TUN72334-S2	446	STP_41477_S252_L004
STP_38272_S246_L004	446	STP_48478_S220_L004
55026_S613_L006	446	TUN71744-S9
STP_41477_S252_L004	446	TUN72334-S2
STP61651_S643_L006	446	TUN74767-S47
STP62779-S37	447	37851_S516_L005
STP68352-S48	447	38268_S484_L005
STP_36783_S247_L004	447	4332_S66
STP68352-S48	447	5691_S73
60604_S593_L006	447	5713_S71
5713_S71	447	60604_S593_L006
STP41479-S26	447	6330_S88
STP62294_S675_L006	447	6358_S67
STP_48478_S220_L004	447	6358_S67
6330_S88	447	STP41479-S26
6358_S67	447	STP62294_S675_L006
37851_S516_L005	447	STP62779-S37
STP_51035_S242_L004	447	STP64121-S15
STP_37588_S206_L004	447	STP66777-S38
38268_S484_L005	447	STP68352-S48
5691_S73	447	STP68352-S48
4332_S66	447	STP_36783_S247_L004
STP66777-S38	447	STP_37588_S206_L004
TUN80247-S18	447	STP_45997_S250_L004
6358_S67	447	STP_48478_S220_L004
STP64121-S15	447	STP_51035_S242_L004
STP_45997_S250_L004	447	TUN80247-S18
60177_S586_L006	448	39034_S495_L005
TUN74767-S47	448	39177_S493_L005
STP41479-S26	448	42165_S496_L005
STP63748-S56	448	4423_S72
STP70066-S42	448	56124_S488_L005
STP68352-S48	448	5992_S92
39034_S495_L005	448	60177_S586_L006
TUN72334-S2	448	60642_S591_L006
STP62294_S675_L006	448	6089_S69
STP62779-S37	448	6330_S88
42165_S496_L005	448	STP41479-S26
STP61002_S635_L006	448	STP60261-S29
STP60261-S29	448	STP61002_S635_L006
STP63312_S641_L006	448	STP61695-S11
TUN80247-S18	448	STP61980_S670_L006
6089_S69	448	STP62294_S675_L006
6330_S88	448	STP62779-S37
STP61695-S11	448	STP63312_S641_L006
4423_S72	448	STP63748-S56
STP_50113_S225_L004	448	STP64121-S15
5992_S92	448	STP68352-S48
56124_S488_L005	448	STP70066-S42
TUN71744-S9	448	STP_48478_S220_L004
STP64121-S15	448	STP_50113_S225_L004
STP_48478_S220_L004	448	TUN71744-S9
60642_S591_L006	448	TUN72334-S2
39177_S493_L005	448	TUN74767-S47
STP61980_S670_L006	448	TUN80247-S18
4940_S95	449	38812_S497_L005
38812_S497_L005	449	4940_S95
STP66777-S38	449	5119_S77
STP66777-S38	449	5599_S107
STP66777-S38	449	5978_S78
STP66777-S38	449	6316_S68
STP62779-S37	449	6522_S89
6522_S89	449	STP62779-S37
STP_37710_S202_L004	449	STP62779-S37
STP68352-S48	449	STP63613_S661_L006
5119_S77	449	STP66777-S38
5599_S107	449	STP66777-S38
5978_S78	449	STP66777-S38
6316_S68	449	STP66777-S38
STP63613_S661_L006	449	STP68352-S48
STP62779-S37	449	STP_37710_S202_L004
STP68352-S48	450	4483_S76
STP70066-S42	450	55026_S613_L006
STP61757_S629_L006	450	56124_S488_L005
STP63312_S641_L006	450	57608_S473_L005
STP63748-S56	450	6135_S94
STP63748-S56	450	6330_S88
STP61782_S632_L006	450	STP60261-S29
56124_S488_L005	450	STP61757_S629_L006
STP_56124B_S236_L004	450	STP61757_S629_L006
STP60261-S29	450	STP61782_S632_L006
TUN74767-S47	450	STP61980_S670_L006
STP_45954_S229_L004	450	STP62779-S37
57608_S473_L005	450	STP63312_S641_L006
STP_56121_S238_L004	450	STP63312_S641_L006
6135_S94	450	STP63748-S56
6330_S88	450	STP63748-S56
4483_S76	450	STP68352-S48
55026_S613_L006	450	STP70066-S42
STP_36936_S211_L004	450	STP70469-S31
STP70469-S31	450	STP_36936_S211_L004
STP62779-S37	450	STP_45954_S229_L004
STP63312_S641_L006	450	STP_56121_S238_L004
STP61757_S629_L006	450	STP_56124B_S236_L004
STP61980_S670_L006	450	TUN74767-S47
TUN80247-S18	451	39177_S493_L005
STP63748-S56	451	42165_S496_L005
STP68352-S48	451	4423_S72
STP62779-S37	451	46090_S577_L006
STP63748-S56	451	5376_S105
STP59359-S10	451	5378_S102
STP_36783_S247_L004	451	5599_S107
STP_48478_S220_L004	451	60261_S595_L006
STP60261-S29	451	6358_S67
STP66777-S38	451	6522_S89
5378_S102	451	STP59359-S10
6358_S67	451	STP60261-S29
STP63533-S49	451	STP60261-S29
STP_48478_S220_L004	451	STP61575_S654_L006
STP_37174_S201_L004	451	STP62294_S675_L006
46090_S577_L006	451	STP62779-S37
STP62844_S644_L006	451	STP62779-S37
STP62779-S37	451	STP62844_S644_L006
STP60261-S29	451	STP63533-S49
42165_S496_L005	451	STP63748-S56
5376_S105	451	STP63748-S56
6522_S89	451	STP66777-S38
4423_S72	451	STP68352-S48
5599_S107	451	STP_36783_S247_L004
STP62294_S675_L006	451	STP_37174_S201_L004
60261_S595_L006	451	STP_48478_S220_L004
STP61575_S654_L006	451	STP_48478_S220_L004
39177_S493_L005	451	TUN80247-S18
STP41479-S26	452	4483_S76
STP57875-S4	452	55026_S613_L006
60177_S586_L006	452	5713_S71
5713_S71	452	60177_S586_L006
STP63748-S56	452	6088_S79
4483_S76	452	STP41479-S26
55026_S613_L006	452	STP57875-S4
STP_52569_S218_L004	452	STP60261-S29
STP_56124A_S217_L004	452	STP61757_S629_L006
STP_38336_S245_L004	452	STP62779-S37
STP_42276_S228_L004	452	STP62779-S37
6088_S79	452	STP63748-S56
STP62779-S37	452	STP_38336_S245_L004
STP62779-S37	452	STP_42276_S228_L004
STP60261-S29	452	STP_52569_S218_L004
STP61757_S629_L006	452	STP_56124A_S217_L004
STP62779-S37	453	37300_S512_L005
STP62779-S37	453	5378_S102
STP41479-S26	453	59753_S592_L006
STP62779-S37	453	59753_S592_L006
TUN72334-S2	453	60177_S586_L006
STP68352-S48	453	6135_S94
STP68352-S48	453	6330_S88
STP63748-S56	453	6357_S87
STP66777-S38	453	6393_S83
59753_S592_L006	453	STP41479-S26
STP62779-S37	453	STP61651_S643_L006
37300_S512_L005	453	STP62779-S37
5378_S102	453	STP62779-S37
59753_S592_L006	453	STP62779-S37
STP61651_S643_L006	453	STP62779-S37
STP_56124A_S217_L004	453	STP63725-S22
6357_S87	453	STP63748-S56
6393_S83	453	STP66777-S38
6135_S94	453	STP68352-S48
6330_S88	453	STP68352-S48
STP_48479_S237_L004	453	STP_48478_S220_L004
STP_48478_S220_L004	453	STP_48479_S237_L004
STP63725-S22	453	STP_56124A_S217_L004
60177_S586_L006	453	TUN72334-S2
STP62779-S37	454	34740_S509_L005
STP66777-S38	454	38812_S497_L005
STP62294_S675_L006	454	40751_S597_L006
STP62294_S675_L006	454	42458_S612_L006
STP68352-S48	454	5376_S105
STP41479-S26	454	6088_S79
6088_S79	454	STP41479-S26
40751_S597_L006	454	STP62294_S675_L006
42458_S612_L006	454	STP62294_S675_L006
34740_S509_L005	454	STP62779-S37
STP_37173_S200_L004	454	STP62779-S37
38812_S497_L005	454	STP66777-S38
5376_S105	454	STP68352-S48
STP62779-S37	454	STP_37173_S200_L004
STP_48478_S220_L004	454	STP_37174_S201_L004
STP_37174_S201_L004	454	STP_48478_S220_L004
57875B_S485_L005	455	4332_S66
4332_S66	455	57875B_S485_L005
STP62294_S675_L006	455	STP61757_S629_L006
STP61757_S629_L006	455	STP62294_S675_L006
STP68352-S48	456	42165_S496_L005
TUN80247-S18	456	45877_S511_L005
TUN80247-S18	456	5484_S97
TUN80247-S18	456	6357_S87
STP_48478_S220_L004	456	STP61757_S629_L006
STP63312_S641_L006	456	STP61782_S632_L006
STP_38272_S246_L004	456	STP62779-S37
STP61782_S632_L006	456	STP63312_S641_L006
STP_48478_S220_L004	456	STP63725-S22
STP64121-S15	456	STP63748-S56
STP_38197_S203_L004	456	STP63748-S56
STP63748-S56	456	STP64121-S15
STP_37171_S199_L004	456	STP66777-S38
42165_S496_L005	456	STP68352-S48
STP66777-S38	456	STP_37171_S199_L004
STP63748-S56	456	STP_38197_S203_L004
STP62779-S37	456	STP_38272_S246_L004
STP61757_S629_L006	456	STP_48478_S220_L004
STP63725-S22	456	STP_48478_S220_L004
45877_S511_L005	456	TUN80247-S18
5484_S97	456	TUN80247-S18
6357_S87	456	TUN80247-S18
STP_48478_S220_L004	457	42458_S612_L006
STP63748-S56	457	59753_S592_L006
STP66777-S38	457	6206_S93
STP62294_S675_L006	457	STP57875-S4
STP70469-S31	457	STP60467_S680_L006
STP57875-S4	457	STP62294_S675_L006
STP_38197_S203_L004	457	STP62779-S37
STP_52569_S218_L004	457	STP63312_S641_L006
59753_S592_L006	457	STP63748-S56
6206_S93	457	STP66777-S38
STP60467_S680_L006	457	STP70469-S31
TUN80247-S18	457	STP_37469_S198_L004
STP62779-S37	457	STP_38197_S203_L004
42458_S612_L006	457	STP_48478_S220_L004
STP_49344_S255_L004	457	STP_48478_S220_L004
STP_48478_S220_L004	457	STP_49344_S255_L004
STP63312_S641_L006	457	STP_52569_S218_L004
STP_37469_S198_L004	457	TUN80247-S18
TUN74767-S47	458	45877_S511_L005
STP68352-S48	458	6088_S79
STP63748-S56	458	6286_S82
STP68352-S48	458	6357_S87
TUN74767-S47	458	6357_S87
6286_S82	458	STP63748-S56
STP68352-S48	458	STP64121-S15
6088_S79	458	STP68352-S48
6357_S87	458	STP68352-S48
STP64121-S15	458	STP68352-S48
TUN72219-S6	458	STP_56124B_S236_L004
STP_56124B_S236_L004	458	TUN72219-S6
45877_S511_L005	458	TUN74767-S47
6357_S87	458	TUN74767-S47
STP62779-S37	459	37301_S498_L005
STP_48478_S220_L004	459	40751_S597_L006
STP62779-S37	459	4940_S95
TUN74767-S47	459	5484_S97
STP63135_S653_L006	459	57875B_S485_L005
TUN72334-S2	459	STP60467_S680_L006
STP_56124B_S236_L004	459	STP61349-S39
37301_S498_L005	459	STP62779-S37
4940_S95	459	STP62779-S37
STP_45997_S250_L004	459	STP62779-S37
57875B_S485_L005	459	STP63135_S653_L006
STP_56124B_S236_L004	459	STP64003-S12
STP62779-S37	459	STP_45997_S250_L004
40751_S597_L006	459	STP_48478_S220_L004
STP61349-S39	459	STP_56124B_S236_L004
STP64003-S12	459	STP_56124B_S236_L004
STP60467_S680_L006	459	TUN72334-S2
5484_S97	459	TUN74767-S47
STP62779-S37	460	42458_S612_L006
6316_S68	460	57875B_S485_L005
STP63748-S56	460	5893_S90
STP62779-S37	460	59502_S583_L006
57875B_S485_L005	460	6316_S68
STP63312_S641_L006	460	6358_S67
STP_38197_S203_L004	460	STP41479-S26
STP_36783_S247_L004	460	STP61218_S630_L006
42458_S612_L006	460	STP62779-S37
59502_S583_L006	460	STP62779-S37
6358_S67	460	STP63312_S641_L006
STP_36783_S247_L004	460	STP63613_S661_L006
5893_S90	460	STP63748-S56
STP61218_S630_L006	460	STP_36783_S247_L004
STP63613_S661_L006	460	STP_36783_S247_L004
STP41479-S26	460	STP_38197_S203_L004
58913_S501_L005	461	55026_S613_L006
57875B_S485_L005	461	5599_S107
STP63725-S22	461	56124_S488_L005
5599_S107	461	57875B_S485_L005
55026_S613_L006	461	58913_S501_L005
STP68352-S48	461	59753_S592_L006
TUN72334-S2	461	STP62440_S673_L006
STP68351-S46	461	STP62779-S37
STP_37469_S198_L004	461	STP62779-S37
STP_53061_S254_L004	461	STP62779-S37
56124_S488_L005	461	STP63725-S22
STP62779-S37	461	STP68351-S46
59753_S592_L006	461	STP68352-S48
STP_38197_S203_L004	461	STP68352-S48
STP62779-S37	461	STP_37469_S198_L004
STP68352-S48	461	STP_38197_S203_L004
STP62779-S37	461	STP_53061_S254_L004
STP62440_S673_L006	461	TUN72334-S2
57875B_S485_L005	462	57874_S474_L005
57874_S474_L005	462	57875B_S485_L005
TUN80247-S18	462	6330_S88
STP66777-S38	462	STP61572_S626_L006
STP61572_S626_L006	462	STP66777-S38
6330_S88	462	TUN80247-S18
STP66777-S38	463	6256_S91
STP68352-S48	463	6286_S82
TUN71744-S9	463	STP62294_S675_L006
6256_S91	463	STP66777-S38
6286_S82	463	STP68352-S48
STP_56124B_S236_L004	463	STP68461-S41
STP_37680_S208_L004	463	STP_36783_S247_L004
STP_36783_S247_L004	463	STP_37680_S208_L004
STP68461-S41	463	STP_56124B_S236_L004
STP62294_S675_L006	463	TUN71744-S9
TUN80247-S18	464	6286_S82
STP70066-S42	464	STP62294_S675_L006
STP62294_S675_L006	464	STP70066-S42
TUN74767-S47	464	STP_37469_S198_L004
STP_37469_S198_L004	464	TUN74767-S47
6286_S82	464	TUN80247-S18
STP62779-S37	465	40751_S597_L006
STP66777-S38	465	4940_S95
STP63725-S22	465	55026_S613_L006
STP68352-S48	465	5893_S90
STP62294_S675_L006	465	60261_S595_L006
60261_S595_L006	465	STP62294_S675_L006
40751_S597_L006	465	STP62779-S37
STP63409_S658_L006	465	STP62779-S37
STP62779-S37	465	STP63409_S658_L006
55026_S613_L006	465	STP63725-S22
4940_S95	465	STP66777-S38
5893_S90	465	STP68352-S48
STP_56124B_S236_L004	465	STP74455-S20
STP74455-S20	465	STP_56124B_S236_L004
STP60261-S29	466	42458_S612_L006
57875B_S485_L005	466	5119_S77
5119_S77	466	57875B_S485_L005
6206_S93	466	57875B_S485_L005
STP_47571_S257_L004	466	57875B_S485_L005
STP64121-S15	466	59824_S584_L006
STP66777-S38	466	59854_S588_L006
STP64121-S15	466	5992_S92
57875B_S485_L005	466	6206_S93
42458_S612_L006	466	STP60261-S29
STP_56124B_S236_L004	466	STP61755-S16
STP_37171_S199_L004	466	STP62779-S37
STP_38272_S246_L004	466	STP63312_S641_L006
59824_S584_L006	466	STP64121-S15
5992_S92	466	STP64121-S15
59854_S588_L006	466	STP66777-S38
STP_47214_S233_L004	466	STP_36783_S247_L004
STP62779-S37	466	STP_37171_S199_L004
STP63312_S641_L006	466	STP_38272_S246_L004
STP_36783_S247_L004	466	STP_47214_S233_L004
57875B_S485_L005	466	STP_47571_S257_L004
STP61755-S16	466	STP_56124B_S236_L004
TUN80247-S18	467	4423_S72
6256_S91	467	57875B_S485_L005
6393_S83	467	57875B_S485_L005
57875B_S485_L005	467	6256_S91
57875B_S485_L005	467	6393_S83
STP_38272_S246_L004	467	STP60261-S29
STP_36783_S247_L004	467	STP63135_S653_L006
STP64121-S15	467	STP63439_S664_L006
STP63439_S664_L006	467	STP64121-S15
STP63135_S653_L006	467	STP_36783_S247_L004
STP60261-S29	467	STP_38272_S246_L004
4423_S72	467	TUN80247-S18
5978_S78	468	57875B_S485_L005
57875B_S485_L005	468	5978_S78
STP_36783_S247_L004	468	6522_S89
6522_S89	468	STP_36783_S247_L004
STP41479-S26	469	5395_S99
STP61218_S630_L006	469	57875B_S485_L005
STP62779-S37	469	59854_S588_L006
TUN74767-S47	469	6286_S82
5395_S99	469	STP41479-S26
57875B_S485_L005	469	STP61218_S630_L006
STP63312_S641_L006	469	STP61575_S654_L006
STP62779-S37	469	STP62439_S665_L006
59854_S588_L006	469	STP62779-S37
STP62439_S665_L006	469	STP62779-S37
STP61575_S654_L006	469	STP63312_S641_L006
STP_41477_S252_L004	469	STP70469-S31
STP70469-S31	469	STP_41477_S252_L004
TUN68349-S7	469	STP_56124B_S236_L004
STP_56124B_S236_L004	469	TUN68349-S7
6286_S82	469	TUN74767-S47
STP61303_S674_L006	470	4254_S86
STP63405_S657_L006	470	57875B_S485_L005
STP62779-S37	470	58653_S506_L005
STP66777-S38	470	STP57875-S4
4254_S86	470	STP61303_S674_L006
58653_S506_L005	470	STP62779-S37
STP_37174_S201_L004	470	STP62779-S37
57875B_S485_L005	470	STP63405_S657_L006
STP57875-S4	470	STP66777-S38
STP62779-S37	470	STP_37174_S201_L004
TUN80247-S18	471	42165_S496_L005
TUN74767-S47	471	4423_S72
TUN80247-S18	471	4483_S76
TUN72219-S6	471	55026_S613_L006
TUN80247-S18	471	57875A_S478_L005
TUN80247-S18	471	5893_S90
STP_36783_S247_L004	471	6316_S68
TUN74767-S47	471	6330_S88
STP_56124B_S236_L004	471	STP65340-S45
6316_S68	471	STP_36783_S247_L004
TUN72219-S6	471	STP_56124A_S217_L004
STP65340-S45	471	STP_56124B_S236_L004
55026_S613_L006	471	TUN72219-S6
STP_56124A_S217_L004	471	TUN72219-S6
4423_S72	471	TUN74767-S47
6330_S88	471	TUN74767-S47
42165_S496_L005	471	TUN80247-S18
4483_S76	471	TUN80247-S18
57875A_S478_L005	471	TUN80247-S18
5893_S90	471	TUN80247-S18
STP60261-S29	472	40751_S597_L006
STP62779-S37	472	5241_S96
STP_36783_S247_L004	472	57874_S474_L005
STP63613_S661_L006	472	57875B_S485_L005
STP_48481_S253_L004	472	57875B_S485_L005
STP63312_S641_L006	472	STP41479-S26
40751_S597_L006	472	STP60261-S29
STP_56124A_S217_L004	472	STP61349-S39
STP62294_S675_L006	472	STP61575_S654_L006
STP61575_S654_L006	472	STP62294_S675_L006
5241_S96	472	STP62779-S37
STP41479-S26	472	STP63312_S641_L006
57875B_S485_L005	472	STP63613_S661_L006
57874_S474_L005	472	STP_36783_S247_L004
TUN72219-S6	472	STP_48478_S220_L004
57875B_S485_L005	472	STP_48481_S253_L004
STP61349-S39	472	STP_56124A_S217_L004
STP_48478_S220_L004	472	TUN72219-S6
TUN74767-S47	473	5893_S90
TUN80247-S18	473	6088_S79
STP62779-S37	473	STP61572_S626_L006
STP61572_S626_L006	473	STP62779-S37
STP_37174_S201_L004	473	STP63312_S641_L006
STP_56124A_S217_L004	473	STP64003-S12
STP_48478_S220_L004	473	STP68544-S36
STP63312_S641_L006	473	STP_37174_S201_L004
STP68544-S36	473	STP_48478_S220_L004
STP64003-S12	473	STP_56124A_S217_L004
5893_S90	473	TUN74767-S47
6088_S79	473	TUN80247-S18
TUN74767-S47	474	42165_S496_L005
STP61349-S39	474	55026_S613_L006
TUN72219-S6	474	56124_S488_L005
STP_37680_S208_L004	474	57875B_S485_L005
STP62294_S675_L006	474	58913_S501_L005
55026_S613_L006	474	STP61349-S39
58913_S501_L005	474	STP62294_S675_L006
57875B_S485_L005	474	STP_37680_S208_L004
56124_S488_L005	474	TUN72219-S6
42165_S496_L005	474	TUN74767-S47
STP68544-S36	475	55026_S613_L006
STP_48478_S220_L004	475	STP61349-S39
STP66777-S38	475	STP61858_S628_L006
STP63725-S22	475	STP62294_S675_L006
STP62294_S675_L006	475	STP63725-S22
STP61858_S628_L006	475	STP66777-S38
STP_37679_S207_L004	475	STP66777-S38
STP_48478_S220_L004	475	STP68461-S41
55026_S613_L006	475	STP68544-S36
STP_56124A_S217_L004	475	STP74455-S20
STP66777-S38	475	STP_37679_S207_L004
STP61349-S39	475	STP_48478_S220_L004
STP68461-S41	475	STP_48478_S220_L004
TUN75121-S13	475	STP_48478_S220_L004
STP74455-S20	475	STP_56124A_S217_L004
STP_48478_S220_L004	475	TUN75121-S13
STP63312_S641_L006	476	42458_S612_L006
STP_36783_S247_L004	476	4940_S95
STP_36783_S247_L004	476	5119_S77
